current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
overweight,recomposition,41,155,71.8,5.1,2,3892,1,0,2383,100.5,80.5,29.89,active,2508,119.2,70.8,348.5
normal,recomposition,35,177,65.5,8.5,5,14478,0,1,2166,78.5,105.4,20.91,active,2660,132.6,78.2,356.4
skinny,muscle_gain,33,167,86.9,5.3,1,9943,1,0,2401,127.7,69.6,31.16,active,3471,145.3,80.2,542.0
overweight,fat_loss,46,157,96.0,5.9,1,13365,0,1,2420,138.2,81.8,38.95,sedentary,1675,208.7,55.3,85.6
skinny,muscle_gain,53,154,94.3,8.4,2,5246,0,0,2879,86.1,119.9,39.76,moderate,3005,185.2,94.0,354.6
skinny,muscle_gain,29,172,70.4,7.6,5,14888,1,0,1942,80.4,104.5,23.8,moderate,2982,147.1,75.8,427.9
overweight,recomposition,18,162,107.2,6.3,1,5749,1,0,1988,104.7,105.5,40.85,sedentary,2303,229.6,64.6,200.8
skinny,fat_loss,24,171,53.9,8.3,4,5675,0,0,2532,72.5,73.8,18.43,light,1655,93.6,37.4,236.0
skinny,fat_loss,28,172,57.4,8.6,1,5356,1,0,2962,66.0,75.9,19.4,sedentary,1470,105.0,36.7,179.9
overweight,recomposition,28,161,101.7,9.0,4,5424,0,1,1901,147.4,55.5,39.23,light,2590,198.7,72.3,286.1
skinny,muscle_gain,28,168,109.9,5.7,6,6951,0,1,2552,114.5,67.7,38.94,active,3797,210.6,90.9,534.1
overweight,fat_loss,49,161,69.5,5.3,0,13589,1,1,2253,77.5,70.2,26.81,active,2081,117.3,50.5,289.3
overweight,recomposition,24,159,109.7,8.0,2,4134,0,1,2968,109.0,95.5,43.39,light,2753,183.7,90.3,301.4
normal,recomposition,23,179,73.9,6.5,2,7967,1,1,1812,80.1,63.0,23.06,moderate,2643,128.3,87.2,336.2
overweight,fat_loss,29,165,110.0,5.1,3,4054,1,1,2898,143.2,113.4,40.4,moderate,2592,213.4,67.6,282.5
normal,muscle_gain,33,185,79.8,5.3,6,3544,0,1,2188,84.5,51.4,23.32,light,2855,157.4,73.3,391.4
normal,recomposition,27,160,80.3,7.2,4,7795,0,1,2811,74.5,96.1,31.37,light,2232,171.5,69.0,231.2
overweight,fat_loss,42,152,64.9,5.1,6,9666,0,1,2645,70.2,114.0,28.09,sedentary,1200,107.4,35.7,112.3
normal,fat_loss,48,167,60.7,7.7,5,11494,0,0,2762,70.2,56.6,21.76,moderate,1754,120.6,46.5,213.3
normal,recomposition,38,168,56.5,8.6,6,8333,0,1,3042,66.6,53.2,20.02,active,2409,110.4,60.1,356.6
skinny,fat_loss,30,179,81.8,6.1,6,10437,0,0,2922,91.4,75.3,25.53,moderate,2392,149.6,76.4,276.5
normal,fat_loss,51,151,50.3,6.3,0,13794,1,1,2390,45.9,57.0,22.06,sedentary,1200,100.2,27.8,137.2
skinny,fat_loss,28,182,50.7,8.3,5,12749,0,1,2221,69.9,82.7,15.31,moderate,1858,85.1,43.4,281.8
normal,fat_loss,49,161,68.2,5.0,1,3779,0,1,3013,83.6,71.9,26.31,active,2159,121.0,60.8,282.0
normal,muscle_gain,43,171,63.1,7.9,0,14913,1,0,2653,75.8,60.1,21.58,moderate,2639,117.5,71.2,382.0
overweight,recomposition,26,176,69.8,5.0,0,6834,0,1,1807,97.7,53.8,22.53,moderate,2652,121.2,73.5,376.4
skinny,recomposition,50,167,70.6,7.4,1,9566,1,1,2670,102.3,65.3,25.31,light,2132,122.8,57.5,280.8
normal,recomposition,53,181,101.0,6.3,4,2555,1,1,3100,111.3,96.4,30.83,sedentary,2205,216.9,56.2,207.9
normal,recomposition,28,172,98.0,5.5,5,7093,0,0,2876,132.7,107.2,33.13,light,2629,206.6,76.6,278.3
skinny,recomposition,52,181,82.5,7.9,0,4751,0,0,3154,115.7,101.4,25.18,moderate,2589,177.8,74.4,302.0
skinny,muscle_gain,42,163,94.3,8.4,5,2850,1,1,2904,110.5,115.3,35.49,moderate,3165,179.1,92.6,403.8
skinny,fat_loss,25,152,94.3,7.8,6,9302,1,1,3131,77.6,80.0,40.82,sedentary,1708,187.0,42.8,143.7
normal,muscle_gain,50,181,105.9,7.1,2,8022,1,1,1909,144.1,76.6,32.33,light,3172,230.8,72.8,398.4
overweight,recomposition,46,173,65.4,8.7,4,4201,1,0,3056,89.7,92.5,21.85,active,2513,106.5,64.5,376.6
normal,muscle_gain,51,184,103.3,5.2,0,6812,1,0,2329,90.0,107.2,30.51,moderate,3453,221.0,102.7,411.2
skinny,muscle_gain,30,190,66.2,6.8,4,8247,1,1,2105,66.4,94.6,18.34,active,3375,119.4,88.7,524.8
skinny,fat_loss,31,158,104.6,5.4,5,8570,1,0,2134,92.8,53.7,41.9,sedentary,1944,221.5,47.4,157.9
overweight,fat_loss,27,155,73.7,8.5,2,7557,0,1,2906,91.5,104.7,30.68,light,1805,137.3,52.9,194.9
overweight,muscle_gain,45,185,51.1,8.4,6,4008,0,1,2261,56.2,97.8,14.93,sedentary,2079,93.2,62.3,286.4
overweight,muscle_gain,34,167,68.7,7.4,3,14942,0,1,2140,93.3,71.7,24.63,sedentary,2360,137.5,61.1,315.0
normal,fat_loss,48,182,90.3,8.3,5,7699,1,0,2197,127.2,82.9,27.26,active,2708,196.7,82.1,295.6
normal,recomposition,41,152,90.0,5.2,3,3978,1,1,3011,84.5,98.1,38.95,active,2847,162.8,90.3,345.8
skinny,fat_loss,37,190,68.3,8.7,0,9740,0,1,2673,88.8,99.3,18.92,sedentary,1594,130.7,38.6,180.9
normal,fat_loss,39,176,48.1,7.0,0,11223,0,0,2006,42.4,59.6,15.53,active,2091,102.9,53.7,299.0
skinny,fat_loss,28,155,69.7,6.1,2,11738,0,1,2190,77.6,95.3,29.01,active,2242,144.5,50.1,303.3
overweight,fat_loss,43,161,57.4,8.7,4,6672,0,1,2060,76.0,107.7,22.14,active,1979,112.2,56.3,255.9
normal,muscle_gain,38,181,95.0,7.1,6,6258,1,0,1988,109.3,74.8,29.0,moderate,3389,188.6,95.4,444.0
normal,recomposition,52,163,99.3,5.7,5,13670,0,0,2703,125.1,112.6,37.37,sedentary,2048,209.3,46.7,197.6
overweight,muscle_gain,46,159,109.1,5.9,2,9682,0,1,2160,135.6,64.4,43.15,light,2912,205.4,74.0,356.1
overweight,recomposition,31,151,71.1,6.3,6,8300,1,1,2181,97.2,103.4,31.18,light,1991,151.3,48.8,236.6
overweight,muscle_gain,22,172,90.2,8.9,0,4295,0,0,2915,121.7,59.7,30.49,light,3060,145.2,85.3,427.9
normal,muscle_gain,44,151,85.8,5.5,4,4311,0,1,2842,105.9,116.5,37.63,active,3111,178.1,78.3,423.5
normal,recomposition,28,181,104.1,5.8,1,10986,0,0,1944,128.7,95.2,31.78,active,3607,223.9,110.2,429.9
overweight,muscle_gain,26,177,101.0,7.1,5,14979,1,1,2651,113.6,58.3,32.24,light,3127,177.8,69.7,447.1
normal,muscle_gain,41,174,87.8,7.7,5,12098,0,0,2339,96.4,116.2,29.0,moderate,3124,175.3,92.2,398.2
skinny,fat_loss,26,173,89.4,7.9,6,3976,0,0,3081,95.5,70.7,29.87,light,2063,192.0,49.3,212.8
skinny,muscle_gain,50,189,62.9,7.1,1,12380,1,0,2727,86.0,90.9,17.61,active,3198,129.6,98.3,448.7
normal,muscle_gain,42,186,101.6,5.6,0,9517,0,0,2129,115.4,76.4,29.37,sedentary,2757,202.5,85.1,295.3
skinny,muscle_gain,36,169,68.6,8.6,0,8658,1,0,2270,94.0,90.3,24.02,moderate,2853,149.9,67.1,412.4
skinny,recomposition,28,170,108.8,5.7,1,11986,1,1,2814,121.9,92.8,37.65,moderate,3162,194.8,88.0,397.7
overweight,recomposition,54,154,79.8,8.4,6,7204,1,0,2597,87.4,63.4,33.65,light,1970,174.2,44.3,218.6
skinny,recomposition,38,170,95.6,5.7,5,4322,1,1,2632,95.9,87.9,33.08,moderate,2882,154.9,73.3,400.7
skinny,recomposition,24,175,63.3,7.9,3,4794,1,0,2791,79.9,92.7,20.67,light,2130,124.0,70.5,249.9
normal,fat_loss,19,159,82.0,6.9,6,8487,0,0,2590,76.4,93.6,32.44,sedentary,1577,164.0,46.3,126.1
overweight,fat_loss,34,167,101.6,8.8,2,13758,1,0,3170,88.2,103.3,36.43,moderate,2617,183.6,70.6,311.8
normal,muscle_gain,49,153,71.8,6.5,1,4739,1,0,2805,85.4,60.1,30.67,active,2903,142.0,69.2,428.0
overweight,fat_loss,43,187,107.6,6.4,1,8415,1,0,2444,112.1,60.6,30.77,sedentary,2109,182.9,62.5,203.7
skinny,fat_loss,53,177,89.2,6.1,2,8398,0,1,1978,118.8,115.6,28.47,sedentary,1751,151.2,39.1,198.6
normal,muscle_gain,34,151,87.8,5.4,4,13009,1,0,2058,103.0,89.2,38.51,sedentary,2351,141.4,53.8,325.3
normal,recomposition,22,189,84.2,7.0,3,8604,1,0,2977,104.1,92.4,23.57,moderate,2982,165.5,73.8,414.0
overweight,muscle_gain,31,179,83.3,7.9,6,7333,1,1,2706,77.4,110.0,26.0,light,2810,151.0,64.8,405.7
overweight,muscle_gain,40,175,60.7,7.6,4,5066,0,1,1946,67.8,81.6,19.82,sedentary,2287,129.5,55.1,318.3
skinny,fat_loss,44,162,72.3,5.6,6,14843,0,0,2219,84.4,86.1,27.55,active,2315,123.6,53.8,334.1
overweight,fat_loss,43,189,79.0,7.6,1,9506,1,0,2021,94.8,85.1,22.12,moderate,2240,150.3,54.0,288.2
normal,muscle_gain,33,165,95.8,7.1,3,11518,1,0,2554,140.9,74.1,35.19,light,2894,166.5,75.1,388.0
overweight,recomposition,41,162,65.0,8.4,3,7975,1,1,2542,90.0,55.4,24.77,active,2589,135.6,60.0,376.6
skinny,recomposition,29,156,95.4,5.4,0,4384,1,1,2200,78.6,118.7,39.2,active,3107,162.7,89.9,411.8
skinny,fat_loss,37,159,55.5,6.2,1,13716,0,1,2151,76.8,118.5,21.95,active,1924,93.6,58.9,254.9
normal,muscle_gain,32,178,92.9,5.6,6,8508,1,0,2374,129.1,67.3,29.32,moderate,3402,184.4,92.4,458.2
overweight,muscle_gain,53,159,108.6,5.5,5,5898,0,0,2979,95.8,109.7,42.96,moderate,3221,223.4,84.0,392.9
normal,recomposition,33,187,67.8,5.0,1,4547,1,1,2137,95.0,101.6,19.39,sedentary,2063,141.3,58.0,243.9
overweight,recomposition,35,188,62.0,5.4,6,11082,0,0,3038,55.2,102.8,17.54,active,2716,127.3,83.5,363.8
overweight,fat_loss,34,150,65.3,5.9,5,8871,0,0,3161,92.9,81.1,29.02,active,2149,139.6,48.4,288.8
skinny,recomposition,20,166,57.9,7.1,1,13106,0,0,2766,61.5,58.3,21.01,active,2643,120.0,85.0,349.5
normal,recomposition,38,187,71.9,5.2,3,4401,0,0,3148,102.2,102.8,20.56,sedentary,2102,152.9,56.0,246.6
overweight,recomposition,40,160,52.4,7.5,4,3118,0,1,2001,77.2,90.9,20.47,active,2372,100.3,68.9,337.7
overweight,recomposition,47,179,86.7,7.2,5,9688,1,0,3095,103.5,63.8,27.06,moderate,2778,158.1,68.7,381.8
normal,fat_loss,40,154,75.9,8.5,3,2706,0,1,3024,107.2,107.5,32.0,moderate,2029,166.2,59.4,207.4
skinny,muscle_gain,21,185,87.3,7.8,3,11103,0,1,3160,85.6,117.4,25.51,sedentary,2743,167.4,85.3,326.4
normal,recomposition,45,153,79.5,5.3,0,11197,1,0,2174,109.0,92.7,33.96,light,2122,127.8,51.4,287.1
skinny,recomposition,24,180,100.2,6.7,1,10571,0,0,1802,141.6,112.2,30.93,moderate,3022,203.2,84.0,363.3
skinny,recomposition,35,186,100.1,5.9,5,13885,0,0,2416,146.6,87.2,28.93,active,3470,194.4,86.3,478.9
skinny,recomposition,43,161,93.2,8.2,6,2521,1,0,2856,96.8,117.7,35.96,active,2924,171.9,88.1,360.9
skinny,muscle_gain,49,182,88.7,6.2,6,13764,1,0,2840,71.4,99.2,26.78,sedentary,2552,158.8,84.2,289.8
overweight,recomposition,36,183,49.6,7.4,3,9720,1,0,2231,41.3,100.6,14.81,light,1940,108.7,62.3,236.1
overweight,muscle_gain,55,174,79.9,7.3,4,13121,0,1,1977,79.8,58.9,26.39,sedentary,2242,131.1,53.7,308.6
skinny,fat_loss,41,169,94.5,6.5,5,4383,0,0,2797,122.1,67.8,33.09,moderate,2435,180.4,70.6,269.5
overweight,muscle_gain,46,178,83.8,7.4,0,12758,0,1,2902,76.0,100.2,26.45,active,3338,140.8,110.8,444.4
skinny,recomposition,43,159,47.6,7.0,3,11687,1,0,1984,70.8,71.6,18.83,active,2242,100.5,55.8,334.4
skinny,muscle_gain,44,190,78.3,7.0,6,9429,0,0,1926,75.0,99.5,21.69,sedentary,2455,164.5,68.1,296.0
skinny,recomposition,33,158,84.1,7.5,0,7192,1,1,3057,85.6,102.0,33.69,active,2827,182.0,87.3,328.3
overweight,fat_loss,20,186,71.3,6.3,4,11536,0,1,2121,61.0,58.2,20.61,sedentary,1660,153.4,52.4,143.7
skinny,muscle_gain,31,173,103.2,5.1,5,7454,1,1,1879,138.3,53.1,34.48,light,3091,174.8,79.1,420.0
overweight,muscle_gain,39,173,59.7,6.5,2,9902,1,1,2192,86.6,54.7,19.95,active,2968,103.2,67.5,486.9
overweight,fat_loss,26,173,46.9,5.6,3,4034,1,0,2918,47.8,83.4,15.67,light,1551,97.2,44.2,191.1
skinny,recomposition,34,187,94.8,5.0,3,11139,0,1,2522,91.0,85.0,27.11,light,2637,167.7,70.5,332.9
skinny,recomposition,34,170,57.8,7.9,0,4370,1,1,2753,62.7,90.1,20.0,sedentary,1864,112.8,52.9,234.2
overweight,muscle_gain,25,171,52.3,7.1,2,8384,0,1,2989,77.8,78.8,17.89,moderate,2593,91.6,85.4,364.5
overweight,recomposition,54,167,74.5,7.4,6,3381,1,0,1852,97.5,78.9,26.71,active,2727,147.3,89.8,332.4
overweight,muscle_gain,18,177,104.7,5.4,2,7993,0,1,2093,126.5,111.7,33.42,active,3976,220.3,91.7,567.4
overweight,recomposition,42,161,56.7,8.9,4,8850,0,1,1812,73.0,106.6,21.87,light,1954,107.6,50.8,266.6
skinny,fat_loss,23,189,57.0,7.8,0,3374,0,0,2542,46.0,54.3,15.96,sedentary,1588,94.5,40.6,211.1
normal,muscle_gain,43,157,88.7,8.5,6,11392,0,1,3128,76.6,85.2,35.99,moderate,3031,174.8,83.7,394.6
normal,muscle_gain,39,171,60.7,6.1,0,13671,1,0,1861,65.1,56.4,20.76,moderate,2754,105.7,71.5,421.9
skinny,fat_loss,36,186,59.5,8.5,2,2032,1,1,2964,69.6,87.9,17.2,moderate,2096,113.5,69.5,254.1
normal,muscle_gain,44,170,48.6,8.6,6,10987,1,1,2739,60.3,112.9,16.82,sedentary,1980,83.7,54.1,289.6
normal,fat_loss,19,178,60.4,8.3,4,13292,1,0,3024,68.0,110.7,19.06,moderate,2119,117.3,62.9,270.9
normal,recomposition,38,162,96.8,8.7,1,2922,0,0,2899,126.6,115.6,36.88,sedentary,2091,164.6,47.6,251.1
overweight,recomposition,54,173,45.0,6.4,4,8192,1,1,3113,53.2,92.0,15.04,light,1734,73.6,43.4,262.2
overweight,fat_loss,40,184,61.7,5.8,0,14001,0,0,2804,71.5,77.9,18.22,sedentary,1532,126.4,42.5,161.0
skinny,muscle_gain,31,167,58.4,8.8,3,7816,0,1,2021,52.4,61.9,20.94,light,2392,128.4,55.8,344.1
normal,muscle_gain,36,150,50.4,8.9,2,3933,1,1,2420,49.6,89.1,22.4,light,2046,109.8,49.0,291.4
skinny,recomposition,39,151,69.2,7.3,2,7631,1,0,2884,89.9,109.5,30.35,moderate,2157,113.6,64.9,279.6
skinny,muscle_gain,23,150,78.4,7.7,4,11622,0,0,2393,79.5,78.9,34.84,active,3188,170.6,73.8,460.4
overweight,muscle_gain,50,189,59.0,6.7,2,3059,0,1,2471,66.9,64.1,16.52,sedentary,2251,105.8,64.8,311.2
skinny,fat_loss,20,161,90.1,6.0,1,6111,0,0,3073,134.2,57.4,34.76,active,2760,163.6,76.5,354.3
overweight,muscle_gain,33,158,46.5,5.0,5,6141,0,0,2959,57.0,86.7,18.63,light,2170,94.3,55.0,324.4
skinny,fat_loss,33,185,71.3,6.9,4,7397,1,1,2450,104.3,76.5,20.83,moderate,2311,132.1,61.2,307.9
skinny,muscle_gain,47,172,92.3,6.7,2,13441,0,1,2484,115.0,81.2,31.2,active,3398,199.1,94.0,438.9
normal,recomposition,41,190,68.9,6.4,2,14450,1,1,2886,58.8,109.5,19.09,active,2854,126.5,89.7,385.2
normal,fat_loss,28,171,67.2,8.2,4,3912,0,1,2640,72.1,113.1,22.98,active,2466,127.8,66.8,338.4
normal,muscle_gain,26,179,56.7,7.0,4,7267,0,0,2019,71.0,62.1,17.7,sedentary,2231,119.5,72.4,275.4
overweight,fat_loss,23,175,67.1,8.8,1,5515,0,1,3131,70.3,56.7,21.91,moderate,2173,132.7,70.0,253.1
normal,fat_loss,36,171,83.9,5.3,2,13354,0,0,3017,99.6,52.7,28.69,sedentary,1666,163.8,44.5,152.6
normal,fat_loss,38,173,95.2,7.2,4,3444,0,0,1953,116.8,102.1,31.81,light,2043,179.1,62.0,192.1
normal,fat_loss,23,157,96.1,5.5,4,12437,0,1,2857,110.8,66.0,38.99,active,2810,178.4,77.6,349.5
skinny,fat_loss,41,165,92.2,6.7,0,14570,0,0,2428,131.6,113.9,33.87,moderate,2413,172.1,66.6,281.3
normal,fat_loss,25,156,89.2,5.8,3,14441,0,0,2870,100.4,82.6,36.65,light,2011,186.3,67.0,165.7
overweight,recomposition,41,187,86.7,7.8,0,3105,1,1,2864,74.4,60.1,24.79,sedentary,2174,159.7,48.4,274.9
skinny,fat_loss,31,172,102.3,7.3,3,11351,1,0,2990,128.0,50.4,34.58,moderate,2560,197.4,84.8,251.8
normal,recomposition,49,159,60.4,5.7,2,7132,1,0,2773,59.7,67.4,23.89,active,2408,113.4,64.0,344.6
skinny,recomposition,34,169,70.6,9.0,0,6245,0,1,2491,75.9,84.3,24.72,active,2749,128.7,84.2,369.1
skinny,muscle_gain,39,186,85.6,7.2,0,13605,0,0,3024,99.9,86.1,24.74,light,2905,165.8,94.8,347.1
skinny,recomposition,34,160,63.6,6.9,5,6836,1,0,2426,54.2,59.1,24.84,active,2441,122.5,76.1,316.5
skinny,muscle_gain,43,171,83.9,8.9,2,6154,0,1,2017,84.6,86.7,28.69,moderate,3121,166.2,80.7,432.5
skinny,recomposition,34,164,100.8,8.8,3,10275,0,0,2457,85.6,67.8,37.48,active,3131,174.9,97.4,388.7
skinny,fat_loss,43,190,71.7,8.2,3,6583,0,1,2405,58.9,93.2,19.86,moderate,2229,131.0,59.5,292.4
overweight,recomposition,25,162,104.1,7.7,1,6096,1,1,2244,152.7,80.8,39.67,moderate,2913,200.5,67.4,376.1
overweight,recomposition,45,169,88.4,5.0,3,14094,1,0,2251,110.6,113.6,30.95,sedentary,2152,194.3,57.5,214.3
overweight,muscle_gain,23,163,53.3,5.4,3,4383,0,0,1838,44.6,68.2,20.06,sedentary,2168,100.0,58.5,310.4
overweight,muscle_gain,29,175,80.9,5.1,6,2107,1,1,2887,84.4,52.3,26.42,moderate,3060,158.6,74.5,438.8
skinny,muscle_gain,36,187,48.5,8.4,2,7823,1,0,3104,70.5,51.3,13.87,light,2482,85.4,74.2,368.1
normal,muscle_gain,22,186,69.1,8.9,3,9404,1,1,3193,79.6,109.5,19.97,moderate,3167,122.4,70.5,510.7
normal,muscle_gain,19,180,82.9,6.0,1,11498,1,0,2179,116.4,111.6,25.59,moderate,3223,137.8,105.5,430.6
normal,muscle_gain,30,150,103.0,6.4,5,8830,0,1,2538,87.3,52.7,45.78,light,2824,221.5,93.8,273.5
overweight,muscle_gain,22,162,101.7,5.0,0,7522,0,0,2037,138.2,109.3,38.75,sedentary,2722,190.0,76.9,317.5
skinny,recomposition,43,175,71.6,8.7,2,5549,1,1,3087,93.2,93.2,23.38,light,2244,149.6,68.7,256.8
skinny,fat_loss,31,189,93.7,7.4,3,10335,1,0,2793,111.8,63.0,26.23,moderate,2580,204.5,63.7,297.2
skinny,muscle_gain,52,176,72.7,5.9,4,3600,1,0,2167,75.2,102.9,23.47,sedentary,2258,149.1,54.6,292.6
skinny,muscle_gain,25,182,69.0,7.1,5,7714,1,0,2540,69.4,106.7,20.83,moderate,3045,120.9,95.9,424.6
skinny,recomposition,22,158,68.7,5.2,3,11878,1,0,3138,85.3,98.1,27.52,light,2147,111.4,61.9,286.1
skinny,muscle_gain,29,162,105.1,5.9,5,10893,1,1,2713,153.9,58.5,40.05,sedentary,2613,211.2,83.0,255.3
skinny,fat_loss,37,187,73.1,5.3,6,14240,1,1,2534,82.6,74.6,20.9,moderate,2280,134.8,55.3,310.8
normal,fat_loss,21,160,104.1,5.6,5,2485,0,1,2588,108.8,51.1,40.66,sedentary,1953,216.4,51.4,156.2
overweight,muscle_gain,18,181,70.5,8.8,1,3647,0,0,2507,80.4,88.8,21.52,light,2804,139.2,88.8,362.0
overweight,recomposition,29,162,70.2,6.4,3,11841,0,0,2703,59.5,52.4,26.75,moderate,2405,119.5,63.3,339.3
skinny,muscle_gain,18,171,50.5,6.2,0,13074,0,0,1801,71.2,97.8,17.27,active,2976,97.7,93.2,436.6
normal,fat_loss,48,155,104.2,6.7,5,2351,1,1,2327,134.0,103.3,43.37,light,2016,184.3,46.2,215.8
normal,muscle_gain,22,162,55.5,5.8,3,12032,0,0,2551,64.5,95.4,21.15,light,2374,100.4,72.5,330.0
overweight,fat_loss,51,153,52.5,8.0,2,13772,0,1,2759,71.6,53.8,22.43,active,1632,99.7,49.9,196.0
normal,fat_loss,27,188,76.2,6.7,0,8344,1,1,2194,108.9,61.7,21.56,sedentary,1855,141.6,45.2,220.4
overweight,fat_loss,41,174,63.8,6.0,1,5036,1,1,2990,55.2,118.3,21.07,active,2288,115.7,71.7,295.0
skinny,fat_loss,22,183,107.9,5.6,5,12932,0,0,2003,106.7,110.2,32.22,active,3236,230.1,100.2,353.4
skinny,fat_loss,41,159,63.5,7.8,6,3003,1,0,2563,92.6,98.3,25.12,sedentary,1216,128.1,39.5,87.0
normal,recomposition,25,175,58.9,8.8,1,5683,1,0,2336,67.6,66.5,19.23,sedentary,1922,116.4,59.9,229.3
normal,recomposition,45,157,97.6,8.1,0,4289,0,1,2716,132.4,57.8,39.6,sedentary,2051,168.3,60.1,209.2
skinny,muscle_gain,19,181,57.8,7.8,0,14080,1,1,2901,65.4,108.5,17.64,active,3192,119.3,92.3,471.0
overweight,recomposition,19,186,96.4,8.9,6,12571,0,0,2998,137.8,90.3,27.86,light,2756,209.4,83.8,291.1
skinny,recomposition,36,152,46.7,8.5,0,5685,1,0,2881,56.7,85.0,20.21,active,2234,101.0,52.7,338.9
skinny,fat_loss,32,157,107.2,7.8,2,8653,0,1,2946,134.6,55.8,43.49,active,2941,232.0,89.2,302.5
normal,recomposition,49,169,50.6,8.8,4,12946,1,1,2650,51.1,67.9,17.72,moderate,2077,90.0,48.8,319.4
skinny,muscle_gain,31,168,84.5,5.1,3,13348,1,0,2691,70.5,111.1,29.94,light,2800,147.1,79.0,375.1
normal,muscle_gain,31,170,50.2,6.0,4,11533,1,1,3173,68.8,62.6,17.37,light,2308,101.5,63.0,333.8
overweight,muscle_gain,27,160,55.7,6.1,4,5928,1,1,2186,70.3,98.0,21.76,light,2439,102.7,55.0,383.3
overweight,fat_loss,32,158,88.2,7.9,1,4534,0,1,2020,88.2,90.4,35.33,moderate,2278,164.2,58.5,273.7
skinny,muscle_gain,49,189,50.2,8.8,2,8406,1,1,3162,70.8,54.7,14.05,active,2961,93.8,95.1,432.5
normal,fat_loss,27,174,97.0,8.9,2,8719,0,0,2510,90.0,62.5,32.04,active,3023,211.6,99.5,320.3
normal,fat_loss,41,156,98.4,5.7,0,13309,1,1,1906,89.8,105.7,40.43,light,1955,214.4,51.0,159.6
normal,muscle_gain,55,190,107.5,7.1,4,5532,1,0,2674,118.6,59.3,29.78,active,3809,205.1,90.1,544.4
normal,recomposition,30,151,79.3,8.8,6,7499,0,1,1862,92.0,51.0,34.78,sedentary,1994,167.2,58.7,199.2
overweight,muscle_gain,23,164,64.8,8.4,5,11202,0,1,2628,74.9,69.4,24.09,moderate,2901,131.3,91.3,388.5
normal,muscle_gain,23,150,54.5,6.3,4,7683,1,0,3120,71.7,104.1,24.22,moderate,2614,111.2,58.6,410.4
normal,muscle_gain,32,164,51.3,5.4,0,7304,0,1,2578,45.0,71.6,19.07,active,2836,97.8,87.7,413.9
skinny,muscle_gain,22,178,97.6,9.0,5,8470,0,1,2284,95.5,102.9,30.8,sedentary,2732,184.7,68.1,345.1
normal,muscle_gain,51,164,65.4,7.3,6,3869,1,0,2197,64.8,107.8,24.32,light,2395,134.7,67.3,312.6
skinny,recomposition,34,187,80.5,7.6,1,4649,1,1,2632,72.1,98.0,23.02,moderate,2797,170.7,76.9,355.5
normal,fat_loss,24,175,75.2,7.3,5,14787,1,1,2520,91.1,76.5,24.56,sedentary,1763,122.9,44.4,217.9
normal,muscle_gain,41,162,70.7,8.1,1,10916,1,0,1957,77.4,91.3,26.94,sedentary,2214,152.2,58.1,270.6
normal,fat_loss,31,150,106.2,8.0,4,5122,0,0,2421,124.2,72.7,47.2,active,2841,177.5,82.1,348.0
overweight,fat_loss,33,178,59.9,6.3,2,8161,1,1,2503,83.7,70.5,18.91,moderate,1972,103.6,44.1,290.2
overweight,muscle_gain,19,164,76.7,7.3,5,14556,1,0,2554,108.3,57.9,28.52,sedentary,2403,136.3,65.0,318.2
normal,recomposition,49,166,53.6,5.9,3,4664,0,0,1882,69.7,83.3,19.45,sedentary,1554,117.2,36.2,189.8
skinny,muscle_gain,43,156,98.7,6.3,1,11672,1,0,2839,98.3,82.4,40.56,light,2741,204.3,77.3,307.0
overweight,recomposition,54,157,55.2,8.5,5,12513,0,1,2062,45.1,78.1,22.39,sedentary,1467,91.1,41.0,183.4
overweight,fat_loss,21,151,105.1,8.8,1,6482,1,1,2081,98.9,59.4,46.09,active,2862,226.1,95.1,275.4
normal,fat_loss,21,177,76.2,7.2,5,10769,0,0,3107,78.7,97.0,24.32,moderate,2243,146.8,70.4,255.5
normal,fat_loss,54,179,60.8,6.6,6,2802,0,0,2404,66.7,60.6,18.98,active,2161,98.6,62.3,301.5
normal,fat_loss,34,182,99.2,5.0,2,6394,1,1,1979,101.2,107.7,29.95,sedentary,1913,203.4,51.4,159.2
skinny,muscle_gain,43,183,50.1,6.6,2,6325,0,1,3011,58.7,103.6,14.96,sedentary,2083,89.5,54.4,308.9
overweight,recomposition,46,170,55.5,7.7,6,13417,1,1,2838,79.6,71.8,19.2,active,2384,118.9,70.5,318.5
skinny,fat_loss,53,181,100.6,6.6,4,8989,1,0,2836,91.9,73.1,30.71,light,2091,196.1,54.8,203.4
normal,recomposition,24,183,56.9,5.4,4,11490,1,0,2983,58.6,76.4,16.99,sedentary,1858,108.8,52.7,237.1
normal,fat_loss,44,180,100.7,5.1,0,3908,1,1,2007,93.3,69.5,31.08,moderate,2502,177.9,80.7,266.0
normal,fat_loss,36,183,85.5,5.6,3,6618,1,1,2156,119.4,111.6,25.53,sedentary,1813,140.7,43.9,213.8
skinny,muscle_gain,46,179,95.8,8.0,1,12415,1,0,2128,126.8,51.8,29.9,active,3583,158.4,104.0,503.4
overweight,muscle_gain,21,168,74.8,6.5,3,5597,0,0,2974,91.0,118.1,26.5,moderate,3094,122.1,96.3,434.7
overweight,muscle_gain,52,185,104.6,8.4,0,12130,1,0,1841,120.3,75.4,30.56,active,3802,204.3,119.7,476.9
